id,x,y,shape,year,Degree,Random walk betweenness centrality,Betweenness centrality,Average neighbor degree,Clustering coef,index,iso3,name,gross import,constantGDP_percapita,corruption_index,GINI,per capita GDP growth,Trade % of GDP,gov_expend_on_health_%GDP,FDI_inflow_%GDP,gov_expend_on_educ_%GDP,tetrietary_school_enrollment,natural_resource_rents_%GDP,ICT_goods_export%exports,R&D_expenditues%GDP,domestic_credit_to_private_sector%GDP,Region Name,Sub-region Name,Least Developed Countries (LDC),Land Locked Developing Countries (LLDC),Small Island Developing States (SIDS),Developed / Developing Countries,WTO,herfindahl index,log_Gdp
2,0.556,0.7286,0.5000,2005,126,0.007887758693644564,0.0006555627184600675,137.26190476190476,0.9141587301587302,AL,ALB,Albania,2563463.2239999995,3062.68,22.93,30.6,6.07,40.71,2.67,3.26,3.28,23.19,1.05,0.59,,15.47,Europe,Southern Europe,0,0,0,1.0,1,1365.0651618042848,8.027045628635975
44,0.5046,0.6557,0.5000,2005,144,0.009271128569536376,0.0016811021451645868,131.375,0.8475135975135976,DZ,DZA,Algeria,19664469.222000003,4290.46,40.0,,4.44,64.3,2.24,1.12,,20.87,33.14,0.01,0.07,11.93,Africa,Northern Africa,0,0,0,0.0,0,820.9016753976415,8.364149232280981
1,0.5496,0.4378,0.5000,2005,85,0.0057889263995176184,6.699733759486623e-05,144.90588235294118,0.9753501400560224,AO,AGO,Angola,,2883.98,7.32,,11.03,87.8,1.28,-3.53,2.12,2.44,45.04,,,4.29,Africa,Sub-Saharan Africa,1,0,0,0.0,1,,7.966926563568034
6,0.3283,0.5948,0.5000,2005,112,0.007377146633848144,0.00045354689573861537,139.16964285714286,0.9311454311454311,AG,ATG,Antigua and Barbuda,464302.6020000001,14097.1,74.63,,4.94,57.62,2.75,21.62,,,0.0,4.63,,60.35,Americas,Latin America and the Caribbean,0,0,1,0.0,1,3305.1222358746254,9.553724381453646
4,0.3233,0.2866,0.5000,2005,145,0.008871303803627764,0.0013213639353995771,133.27586206896552,0.8720306513409962,AR,ARG,Argentina,28131715.336999986,8577.86,43.41,48.0,7.73,34.74,3.91,2.65,3.86,63.97,5.73,0.19,0.42,10.65,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1797.3815375223646,9.056939744122936
5,0.6251,0.7226,0.5000,2005,105,0.006989422473149498,0.00030612976029003924,139.5047619047619,0.9388278388278388,AM,ARM,Armenia,1638301.960000001,2571.98,29.27,36.0,14.61,56.65,1.48,5.96,2.71,39.55,0.9,0.29,0.26,8.05,Asia,Western Asia,0,1,0,0.0,1,645.9719846867056,7.8524313092775095
7,0.8716,0.3596,0.5000,2005,159,0.010970245882696407,0.00338686516005893,127.0251572327044,0.7940450601066794,AU,AUS,Australia,118645341.812,48813.89,95.61,,1.85,33.37,5.47,-3.62,4.91,,5.41,1.68,,108.79,Oceania,Australia and New Zealand,0,0,0,1.0,1,722.5167872582699,10.795770182489019
8,0.5404,0.764,0.5000,2005,159,0.010812335653198838,0.0032239132647510944,127.32075471698113,0.7977868004139798,AT,AUT,Austria,113637005.46800002,44637.86,95.12,28.7,1.55,79.91,6.99,25.67,5.25,,0.15,5.49,2.37,94.32,Europe,Western Europe,0,0,0,1.0,1,2096.506031673645,10.706337656837979
9,0.6322,0.723,0.5000,2005,116,0.0075838446400681775,0.0005146646840084202,137.66379310344828,0.9203898050974513,AZ,AZE,Azerbaijan,4192736.1640000003,2948.21,15.12,26.6,26.66,90.59,0.92,33.8,2.97,,37.64,0.01,0.22,9.53,Asia,Western Asia,0,1,0,0.0,0,700.4992558785132,7.988953485507568
17,0.285,0.6391,0.5000,2005,107,0.007218187101866038,0.00041593869534654095,139.39252336448598,0.9333450890495504,BS,BHS,Bahamas,2275782.7689999994,31442.28,89.27,,1.5,29.09,2.06,5.73,,,0.01,,,50.36,Americas,Latin America and the Caribbean,0,0,1,0.0,0,8582.449919325345,10.35590876299773
16,0.6407,0.6441,0.5000,2005,131,0.00816803694343427,0.0008115149726778692,135.65648854961833,0.8990017615971815,BH,BHR,Bahrain,5113609.937000001,22066.21,66.34,,-0.35,122.96,2.15,6.57,,23.96,6.49,0.11,,43.68,Asia,Western Asia,0,0,0,0.0,0,552.6935907870262,10.0018027581788
14,0.751,0.6316,0.5000,2005,154,0.009890987632230184,0.002266454550116786,129.37012987012986,0.8233596468890586,BD,BGD,Bangladesh,11995058.237999992,617.54,3.41,33.2,4.97,33.39,0.51,1.17,,6.45,1.01,0.06,,29.34,Asia,Southern Asia,1,0,0,0.0,1,647.9704690490729,6.425743843732107
23,0.3346,0.5733,0.5000,2005,136,0.008611225244310575,0.0011332806542935095,134.10294117647058,0.8803921568627451,BB,BRB,Barbados,1637147.3569999998,16216.27,90.73,,3.56,50.37,3.87,10.01,5.56,,0.37,4.89,,71.31,Americas,Latin America and the Caribbean,0,0,1,0.0,1,1923.632001506629,9.693770338215225
19,0.5776,0.7984,0.5000,2005,144,0.00934646183942136,0.0017437224245062414,131.4375,0.8476107226107226,BY,BLR,Belarus,15541732.000000006,4164.19,23.9,27.6,10.15,108.21,4.68,1.01,5.87,67.57,1.73,0.96,0.68,15.9,Europe,Eastern Europe,0,0,0,1.0,0,3965.2469628315293,8.33427705789657
11,0.5124,0.7806,0.5000,2005,157,0.010175456918861769,0.002570013629325928,128.45859872611464,0.8121019108280255,BE,BEL,Belgium,313237001.17200017,42641.68,90.24,29.3,1.76,169.39,6.92,8.73,5.77,61.09,0.02,3.86,1.78,63.6,Europe,Western Europe,0,0,0,1.0,1,919.960685722079,10.660587457688347
12,0.5064,0.5517,0.5000,2005,110,0.007731451237893446,0.0007133571236246722,138.6818181818182,0.9231025854879066,BJ,BEN,Benin,891210.4620000002,989.37,20.49,,-1.25,24.31,0.93,-0.13,3.63,5.91,4.15,0.01,,9.03,Africa,Sub-Saharan Africa,1,0,0,0.0,1,711.2251959411501,6.897068376926992
20,0.3201,0.6796,0.5000,2005,71,0.005037183620499643,3.125740199881596e-05,146.8732394366197,0.9830985915492958,BM,BMU,Bermuda,,87616.39,88.29,,1.02,21.24,,0.9,1.99,,0.0,,,,Americas,Northern America,0,0,0,1.0,0,,11.380723359879996
25,0.7512,0.6529,0.5000,2005,64,0.004686387855510159,3.1798769994308185e-05,147.1875,0.9816468253968254,BT,BTN,Bhutan,382994.8550000001,1504.46,78.05,,5.65,80.81,2.57,0.78,7.08,5.04,2.58,0.94,,18.57,Asia,Southern Asia,1,1,0,0.0,0,5799.180357403621,7.3161893088107135
21,0.3234,0.4095,0.5000,2005,131,0.008342023324289176,0.0009579253141854876,135.41221374045801,0.8946564885496183,BO,BOL,"Bolivia, Plurinational State of",2327521.0470000007,1700.18,24.88,58.5,2.57,55.06,2.75,-2.5,,,11.94,0.04,,45.03,Americas,Latin America and the Caribbean,0,1,0,0.0,0,1154.3440714564533,7.438489406792108
18,0.5491,0.744,0.5000,2005,142,0.008867009316018096,0.0013198507110408352,133.09859154929578,0.8685446009389671,BA,BIH,Bosnia and Herzegovina,6150679.054000001,3967.2,50.73,,8.73,84.38,4.94,5.56,,,2.03,0.28,0.03,42.08,Europe,Southern Europe,0,0,0,1.0,0,928.8307042090628,8.285815835174924
26,0.5686,0.376,0.5000,2005,103,0.007015904641264219,0.00036311253186119854,140.37864077669903,0.9392727964972397,BW,BWA,Botswana,2676620.5279999995,5686.78,83.9,,2.61,76.39,2.84,4.24,10.68,9.93,3.82,0.17,0.53,19.76,Africa,Sub-Saharan Africa,0,1,0,0.0,1,7207.583743380731,8.64589946183899
22,0.3558,0.4209,0.5000,2005,157,0.010682917324572036,0.0030716294917704297,127.91082802547771,0.8050792095378083,BR,BRA,Brazil,71237728.00399995,9535.42,52.68,56.3,2.03,22.0,3.35,1.73,4.48,25.99,4.92,3.12,1.0,31.84,Americas,Latin America and the Caribbean,0,0,0,0.0,1,659.776226787739,9.162768565307738
24,0.8187,0.5252,0.5000,2005,74,0.005135606833229175,3.0447912743532243e-05,147.74324324324326,0.985190670122177,BN,BRN,Brunei Darussalam,,36329.5,62.44,,-1.17,81.21,1.87,1.84,,14.56,32.64,,,40.29,Asia,South-eastern Asia,0,0,0,0.0,1,,10.500385362390015
15,0.5708,0.7374,0.5000,2005,151,0.009430333764691158,0.001818746670770055,130.94039735099338,0.8432671081677704,BG,BGR,Bulgaria,14111720.686,5561.16,58.05,,7.93,100.9,4.14,13.83,4.14,45.37,1.74,1.52,0.45,39.37,Europe,Eastern Europe,0,0,0,1.0,1,681.4182251086444,8.623561998577296
13,0.4957,0.568,0.5000,2005,108,0.00735503530206042,0.00047561382316302933,138.25,0.9214260989961924,BF,BFA,Burkina Faso,1125082.4159999995,511.97,53.66,,5.49,31.63,1.37,0.95,4.43,2.31,7.15,0.18,0.17,14.95,Africa,Sub-Saharan Africa,1,1,0,0.0,1,1002.6017551863009,6.238266029572827
10,0.5831,0.4813,0.5000,2005,97,0.00644622378156047,0.00015549543508120407,142.81443298969072,0.9632731958762887,BI,BDI,Burundi,253932.11600000007,221.1,18.05,,-2.29,29.27,2.06,0.05,3.63,2.46,26.48,0.11,,14.54,Africa,Sub-Saharan Africa,1,1,0,0.0,1,641.3201053201963,5.3986150878634005
84,0.7916,0.5698,0.5000,2005,119,0.007544542340407576,0.00048368869802447077,138.64705882352942,0.92850021364478,KH,KHM,Cambodia,2254270.675999999,613.13,10.24,,11.48,111.54,1.22,6.03,,3.39,1.72,0.05,,8.98,Asia,South-eastern Asia,1,0,0,0.0,1,1182.5563586826938,6.4185769852303105
33,0.5343,0.5409,0.5000,2005,131,0.008358157642678365,0.000943187285914854,135.2290076335878,0.8934820904286553,CM,CMR,Cameroon,2732829.972,1241.87,11.22,,-0.71,31.19,0.71,1.36,2.89,5.85,8.4,0.03,,9.13,Africa,Sub-Saharan Africa,0,0,0,0.0,1,1215.3141374261588,7.12437358712787
28,0.2046,0.8118,0.5000,2005,159,0.010559326478152343,0.0029758221968861575,127.44654088050315,0.79937903033198,CA,CAN,Canada,302259896.45299995,44473.24,93.66,,4.01,58.4,6.62,2.19,4.78,,4.55,3.88,1.98,172.75,Americas,Northern America,0,0,0,1.0,1,3453.686781374706,10.702642938957307
27,0.5582,0.5367,0.5000,2005,85,0.005942760592285771,0.00012189647903714475,143.72941176470587,0.9658263305322129,CF,CAF,Central African Republic,97936.71100000002,417.1,8.29,,-1.05,22.66,1.67,0.76,1.65,,8.51,0.03,,6.9,Africa,Sub-Saharan Africa,1,1,0,0.0,1,1759.7169782021656,6.0333260012029
141,0.552,0.5859,0.5000,2005,63,0.0045736814676199675,2.0146543241314667e-05,148.06349206349208,0.9871991807475679,TD,TCD,Chad,,832.75,1.46,,13.13,60.65,1.43,-1.49,1.69,1.42,38.04,,,2.54,Africa,Sub-Saharan Africa,1,1,0,0.0,1,,6.724733477073789
30,0.3013,0.3018,0.5000,2005,141,0.008904431775518692,0.0013665466066387424,133.5177304964539,0.8731509625126647,CL,CHL,Chile,31173323.051000003,11225.08,91.22,,4.65,60.18,2.59,6.07,3.26,49.37,13.33,0.6,,77.22,Americas,Latin America and the Caribbean,0,0,0,0.0,1,868.867115280431,9.325905839533833
31,0.7894,0.6992,0.5000,2005,159,0.010559326478152423,0.0029758221968861575,127.44654088050315,0.79937903033198,CN,CHN,China,521976443.10600007,2732.17,33.17,40.9,10.74,62.2,1.36,4.55,,19.09,5.22,30.72,1.31,111.84,Asia,Eastern Asia,0,0,0,0.0,1,800.8659556128796,7.912851444230598
35,0.2936,0.5254,0.5000,2005,151,0.01014151157122579,0.002500125209062822,129.56291390728478,0.8253421633554084,CO,COL,Colombia,20023889.395,5392.19,53.17,53.7,3.3,29.2,4.37,7.05,4.03,30.69,6.47,0.25,0.15,29.55,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1205.5994432611699,8.592706889360045
36,0.6219,0.434,0.5000,2005,90,0.006248020319317538,0.0001803093532405442,141.73333333333332,0.9495630461922597,KM,COM,Comoros,84267.51999999995,1286.61,19.02,,0.42,16.98,1.33,0.09,,,1.28,0.02,,5.64,Africa,Sub-Saharan Africa,1,0,1,0.0,0,1630.5853422314856,7.159766131370136
34,0.544,0.4987,0.5000,2005,94,0.006290409233782216,0.00013267306070661195,142.96808510638297,0.962479981697552,CG,COG,Congo,,2569.28,15.61,47.3,4.42,99.38,0.47,13.16,1.84,,55.14,,,2.41,Africa,Sub-Saharan Africa,0,0,0,0.0,1,,7.851380982996319
37,0.2674,0.5542,0.5000,2005,140,0.008734424346904952,0.0012258362364704145,133.65714285714284,0.875950668036999,CR,CRI,Costa Rica,8871934.284000002,6892.92,67.8,47.5,2.41,84.47,4.28,7.66,,,0.97,23.74,,35.92,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1984.363683684594,8.838250076841224
68,0.5422,0.7506,0.5000,2005,155,0.010416809957304903,0.0027817609023756285,128.67096774193547,0.8146627565982405,HR,HRV,Croatia,17835535.681,13519.33,58.54,,4.18,60.36,5.87,4.0,,44.76,0.77,2.58,0.86,51.92,Europe,Southern Europe,0,0,0,1.0,1,791.6886171865399,9.511875792155987
38,0.5929,0.6951,0.5000,2005,144,0.008802876039611824,0.0012610296793690281,133.33333333333334,0.8724747474747475,CY,CYP,Cyprus,6149638.898999997,30558.42,79.51,30.3,3.35,42.21,2.25,6.3,6.29,33.22,0.0,25.0,0.37,156.68,Asia,Western Asia,0,0,0,1.0,1,738.3151402235467,10.327395540373203
39,0.543,0.7768,0.5000,2005,157,0.010160162754651775,0.002550698515674122,128.47770700636943,0.8123468887800098,CZ,CZE,Czechia,71934796.868,18011.39,68.29,26.9,6.39,113.46,5.44,10.07,3.89,48.35,0.79,11.08,1.17,29.41,Europe,Eastern Europe,0,0,0,1.0,0,1223.717792864017,9.798759614536637
32,0.4846,0.5419,0.5000,2005,138,0.008580333924366065,0.0010919932064564336,134.46376811594203,0.8855389823336507,CI,CIV,Côte d'Ivoire,5741027.482000002,1215.0,9.27,,-0.41,79.38,0.73,2.04,4.11,,5.55,0.63,,12.45,Africa,Sub-Saharan Africa,0,0,0,0.0,1,1480.716966548642,7.102499355774649
42,0.5264,0.8126,0.5000,2005,155,0.009947889618700622,0.002328731949051965,129.30322580645162,0.8227063259321323,DK,DNK,Denmark,69907417.19399998,58792.66,99.02,25.2,2.06,60.76,7.61,4.86,8.09,80.37,1.72,4.94,2.39,157.54,Europe,Northern Europe,0,0,0,1.0,1,892.5208091264684,10.981772296162841
41,0.3295,0.5856,0.5000,2005,110,0.007065190466665539,0.0002885296576149117,139.95454545454547,0.9424520433694745,DM,DMA,Dominica,157694.73300000004,5897.02,73.17,,0.36,56.83,3.05,5.28,,,0.02,0.24,,48.59,Americas,Latin America and the Caribbean,0,0,1,0.0,1,2054.3266339935067,8.682202417549782
43,0.3051,0.6041,0.5000,2005,135,0.008644320625147354,0.0011700036917059457,133.96296296296296,0.8786069651741294,DO,DOM,Dominican Republic,6747433.835000001,4472.71,28.78,50.0,7.95,44.34,1.39,3.1,,,1.5,7.2,,19.65,Americas,Latin America and the Caribbean,0,0,1,0.0,1,3160.8007065041775,8.405749767885954
45,0.2828,0.4898,0.5000,2005,135,0.008371828522723208,0.0009474916410285985,135.22962962962964,0.8939745715865118,EC,ECU,Ecuador,9447773.338,4258.42,26.83,53.1,3.54,49.12,1.68,1.19,,,17.74,0.23,,20.68,Americas,Latin America and the Caribbean,0,0,0,0.0,1,836.9020819247855,8.35665347844718
46,0.5856,0.649,0.5000,2005,145,0.00904244138829076,0.001464341110290439,132.64827586206897,0.8635057471264368,EG,EGY,Egypt,16295417.420999995,2147.82,31.22,,2.6,39.43,1.59,5.99,4.79,30.12,14.37,0.13,0.24,51.17,Africa,Northern Africa,0,0,0,0.0,1,435.5898373477845,7.672208653234751
134,0.2531,0.5766,0.5000,2005,119,0.007498066134866092,0.00044250911904586827,138.6890756302521,0.9312063808574277,SV,SLV,El Salvador,6416543.236000002,2796.79,41.46,48.5,2.23,68.77,4.25,3.48,3.18,22.95,0.41,0.19,,49.92,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1660.1077900141302,7.93622760993995
61,0.5285,0.5092,0.5000,2005,52,0.004037102337756265,2.296788077021175e-05,145.48076923076923,0.9773755656108597,GQ,GNQ,Equatorial Guinea,,16122.87,0.49,,11.67,101.91,0.21,9.36,,,59.57,,,2.15,Africa,Sub-Saharan Africa,0,0,0,0.0,0,,9.687994039915665
47,0.6105,0.5843,0.5000,2005,61,0.004469119266832524,1.9239090046253287e-05,147.81967213114754,0.9863387978142076,ER,ERI,Eritrea,,778.58,44.88,,-1.3,45.61,0.66,0.13,,,3.25,,,27.56,Africa,Sub-Saharan Africa,1,0,0,0.0,0,,6.657471747715688
49,0.5695,0.8255,0.5000,2005,149,0.009926608841151792,0.002282065255127154,130.24161073825502,0.8336658806457464,EE,EST,Estonia,9893311.114999996,14759.24,81.95,33.4,10.12,127.35,3.77,21.69,4.84,67.91,0.79,17.04,0.92,56.62,Europe,Northern Europe,0,0,0,1.0,1,688.8681821247624,9.599624606313876
139,0.5874,0.3527,0.5000,2005,112,0.007217176549689703,0.0003604401157961198,139.44642857142858,0.9353281853281853,SZ,SWZ,Eswatini,1577392.5039999983,3660.93,40.49,,5.56,111.07,3.64,-1.44,6.48,5.02,2.05,0.2,,17.17,Africa,Sub-Saharan Africa,0,1,0,0.0,1,7166.229119904374,8.205472492478547
50,0.6125,0.5508,0.5000,2005,140,0.009274460043992619,0.0016538484935987017,131.7642857142857,0.8524152106885919,ET,ETH,Ethiopia,3945034.3940000017,233.94,23.41,,8.73,40.3,1.73,2.14,,2.81,23.3,0.0,0.18,22.81,Africa,Sub-Saharan Africa,1,1,0,0.0,0,700.8991982588942,5.455064672222561
52,0.9984,0.4079,0.5000,2005,112,0.007898637029460096,0.0008069349682447906,135.83035714285714,0.8891570141570142,FJ,FJI,Fiji,1559287.045,3690.02,48.29,,0.24,76.76,2.64,5.75,5.12,16.14,1.21,0.31,,68.71,Oceania,Melanesia,0,0,1,0.0,1,1982.6852230930717,8.213387157074084
51,0.5715,0.844,0.5000,2005,154,0.00971091599702536,0.0020945350698564446,129.88311688311688,0.8300653594771242,FI,FIN,Finland,56426806.01499999,45358.56,100.0,27.6,2.43,60.67,6.15,5.31,6.04,91.68,0.29,20.29,3.33,69.25,Europe,Northern Europe,0,0,0,1.0,1,717.8152308016168,10.722354191865971
53,0.5061,0.7568,0.5000,2005,159,0.010559326478152399,0.0029758221968861575,127.44654088050315,0.79937903033198,FR,FRA,France,460782675.0629995,40152.69,89.76,29.8,0.9,44.06,8.04,3.88,,53.88,0.04,6.29,2.05,80.15,Europe,Western Europe,0,0,0,1.0,1,682.0764753065762,10.600444715885262
54,0.5322,0.4955,0.5000,2005,126,0.008171333881228652,0.0008558475824804629,136.015873015873,0.9005714285714286,GA,GAB,Gabon,1437619.7440000002,9666.0,29.76,42.2,-0.04,68.23,1.05,3.4,,,39.56,0.03,,8.46,Africa,Sub-Saharan Africa,0,0,0,0.0,1,1816.0932204838546,9.17636985240503
59,0.4575,0.5747,0.5000,2005,98,0.0067364511800987095,0.00027431731090698895,139.98979591836735,0.939406690511256,GM,GMB,Gambia,258334.14099999995,812.77,28.29,,-5.34,25.98,1.29,5.22,1.14,,4.27,0.34,,5.85,Africa,Sub-Saharan Africa,1,0,0,0.0,1,734.865226686936,6.700448166694228
56,0.6204,0.7351,0.5000,2005,123,0.008083200795927167,0.0008220380869227678,136.34959349593495,0.9032387045181928,GE,GEO,Georgia,2398430.9300000006,2429.17,51.71,37.4,10.29,52.33,1.24,7.07,2.48,51.38,0.97,0.06,0.18,14.73,Asia,Western Asia,0,0,0,0.0,1,749.3794130757155,7.79530491420239
40,0.529,0.7843,0.5000,2005,160,0.011037950659014023,0.0034689809901761294,126.7875,0.7911163522012579,DE,DEU,Germany,703409199.0,38835.38,94.15,32.1,0.78,61.42,7.75,2.1,,,0.14,7.9,2.42,105.45,Europe,Western Europe,0,0,0,1.0,1,454.0220029638642,10.567086965793644
57,0.4972,0.5441,0.5000,2005,137,0.008553570705370302,0.001081326077190477,134.78832116788323,0.8879347359381708,GH,GHA,Ghana,4819894.040999999,1075.87,43.9,42.8,3.27,75.93,1.47,1.35,7.42,5.87,12.29,0.02,,15.54,Africa,Sub-Saharan Africa,0,0,0,0.0,1,504.56852782977285,6.9808849155788
62,0.5606,0.7171,0.5000,2005,151,0.00960914067689211,0.001988719319911402,130.4569536423841,0.8369977924944813,GR,GRC,Greece,52938956.09300001,27698.51,65.37,34.6,0.3,30.74,5.21,0.28,3.96,85.31,0.18,2.8,0.58,72.01,Europe,Southern Europe,0,0,0,1.0,1,615.9792107554375,10.229133900114945
63,0.3289,0.5681,0.5000,2005,104,0.006875281982323636,0.00026879075685671346,140.625,0.9443614637789395,GD,GRD,Grenada,312199.9920000001,7709.15,73.17,,12.93,51.2,2.7,10.09,,,0.0,1.48,,57.97,Americas,Latin America and the Caribbean,0,0,1,0.0,1,2056.164031999138,8.950163214046587
64,0.2494,0.5877,0.5000,2005,144,0.009164310820946155,0.001581239180341223,131.95833333333334,0.8548951048951049,GT,GTM,Guatemala,10079592.946999997,2638.26,30.73,,0.9,58.36,1.95,1.98,,,1.56,0.28,0.04,25.36,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1500.7748661698122,7.877874887935374
58,0.4731,0.5553,0.5000,2005,125,0.008260720403993749,0.0009114249060688566,135.408,0.8921290322580645,GN,GIN,Guinea,774574.0090000001,644.96,14.63,,0.92,56.96,0.26,3.57,1.85,3.08,23.14,0.02,,5.66,Africa,Sub-Saharan Africa,1,0,0,0.0,1,630.2132347351023,6.469188299368856
60,0.4578,0.5656,0.5000,2005,55,0.00412583353759014,1.66712879121787e-05,148.03636363636363,0.9865319865319865,GW,GNB,Guinea-Bissau,110677.66699999999,535.44,12.68,,1.83,33.23,3.01,1.48,,2.3,13.25,,,1.6,Africa,Sub-Saharan Africa,1,0,1,0.0,1,3164.2609622830373,6.283088838792387
65,0.3363,0.527,0.5000,2005,104,0.00671425043167249,0.00018941000086539572,141.85576923076923,0.9568707991038088,GY,GUY,Guyana,737941.5359999998,2462.34,36.1,,-2.01,162.57,2.25,9.31,8.14,12.02,15.24,0.03,,57.12,Americas,Latin America and the Caribbean,0,0,1,0.0,1,2359.7994496299953,7.808867396316012
69,0.2992,0.6054,0.5000,2005,81,0.0055713819684978984,4.068071598041549e-05,145.65432098765433,0.983641975308642,HT,HTI,Haiti,,676.79,4.39,,0.16,44.64,0.97,0.6,,,0.58,,,14.45,Americas,Latin America and the Caribbean,1,0,1,0.0,1,,6.517361032769144
67,0.2604,0.5844,0.5000,2005,136,0.008482596709952148,0.0010367820229091982,134.61764705882354,0.8856209150326797,HN,HND,Honduras,4178778.6939999997,1778.85,22.44,59.5,3.55,119.86,2.92,6.21,,,1.46,1.1,,38.84,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1737.9038706597007,7.483722367078914
66,0.817,0.6244,0.5000,2005,157,0.010325367759384705,0.002719180694499684,128.23566878980893,0.8092438347215417,HK,HKG,Hong Kong,278142579.285,27688.81,93.17,,6.92,326.2,,22.56,4.13,33.53,0.0,38.29,0.77,143.13,Asia,Eastern Asia,0,0,0,0.0,0,2616.848768950894,10.228783639437982
70,0.5542,0.762,0.5000,2005,149,0.009242704462226503,0.0016427512333805107,131.54362416107384,0.8508978777435153,HU,HUN,Hungary,60506789.0,13134.43,72.2,34.7,4.45,114.61,5.61,24.33,5.33,64.99,0.41,25.6,0.92,43.3,Europe,Eastern Europe,0,0,0,1.0,1,1086.2018826110384,9.482992305669844
75,0.4472,0.8609,0.5000,2005,136,0.008232869633270716,0.0008278875461889231,135.72794117647058,0.9003267973856209,IS,ISL,Iceland,4910114.644999999,43635.02,99.51,29.0,4.66,48.0,7.44,18.4,7.36,69.88,0.0,0.1,2.69,240.14,Europe,Northern Europe,0,0,0,1.0,1,629.7429422041176,10.683615317944962
72,0.7193,0.6144,0.5000,2005,158,0.010405494649900216,0.002810037872119638,127.90506329113924,0.8051277916633073,IN,IND,India,96804222.53200005,1040.31,44.39,,6.23,29.56,0.76,0.89,3.19,10.68,3.8,1.11,0.82,40.07,Asia,Southern Asia,0,0,0,0.0,1,459.9304839924868,6.947274024642395
71,0.8164,0.4956,0.5000,2005,158,0.0103867588867417,0.0027872109321831363,127.93037974683544,0.805450294283641,ID,IDN,Indonesia,55894464.69399998,2524.22,19.51,34.9,4.29,56.92,0.73,2.92,2.87,17.23,10.21,8.11,,26.43,Asia,South-eastern Asia,0,0,0,0.0,1,759.6997073615084,7.833687383095573
74,0.6491,0.6802,0.5000,2005,139,0.008429748423586462,0.00096351045821019,134.85611510791367,0.8908351579605881,IR,IRN,"Iran, Islamic Republic of",34487315.671000004,5738.7,39.51,43.6,1.99,42.52,1.96,1.28,4.06,23.8,34.96,0.03,0.62,38.35,Asia,Southern Asia,0,0,0,0.0,0,827.552623085661,8.654987982826718
73,0.4771,0.7967,0.5000,2005,158,0.010397818440012295,0.002805887623928007,127.91772151898734,0.8052890429734741,IE,IRL,Ireland,64190278.95,52276.24,92.2,33.8,3.42,84.21,6.03,22.21,4.52,58.87,0.04,22.43,1.19,124.73,Europe,Northern Europe,0,0,0,1.0,1,1495.481989244284,10.864297244723298
76,0.5968,0.6725,0.5000,2005,143,0.009087455555652282,0.0015264169950187057,131.67832167832168,0.8515709642470206,IL,ISR,Israel,37784691.0,27547.83,79.02,41.8,2.1,61.54,4.27,3.38,5.76,58.74,0.05,7.51,4.05,77.2,Asia,Western Asia,0,0,0,1.0,1,692.4830487489437,10.223679045598647
77,0.5349,0.7326,0.5000,2005,160,0.01103795065901405,0.0034689809901761294,126.7875,0.7911163522012579,IT,ITA,Italy,338476121.6930001,37347.64,67.32,33.8,0.32,40.8,6.48,1.98,4.25,64.44,0.1,3.11,1.05,70.85,Europe,Southern Europe,0,0,0,1.0,1,671.3872285318188,10.528025002486995
78,0.2853,0.6006,0.5000,2005,127,0.008003489806341876,0.0007227006444163385,137.11811023622047,0.9137607799025121,JM,JAM,Jamaica,4742550.633,4944.48,47.8,,0.34,55.97,2.29,5.69,4.62,19.06,1.87,0.3,,20.98,Americas,Latin America and the Caribbean,0,0,1,0.0,1,2168.990477935242,8.506027081803493
80,0.884,0.7011,0.5000,2005,160,0.011037950659014055,0.0034689809901761294,126.7875,0.7911163522012579,JP,JPN,Japan,487694954.6159997,44393.63,84.39,,1.65,23.36,6.32,0.11,,,0.01,16.95,3.18,170.74,Asia,Eastern Asia,0,0,0,1.0,1,855.0525940625353,10.700851269659262
79,0.6007,0.6699,0.5000,2005,129,0.007874478444486651,0.000614535632582836,137.6124031007752,0.9200581395348837,JO,JOR,Jordan,9760163.621,3434.68,62.93,,4.67,115.94,4.58,15.55,,37.35,0.1,3.24,,86.88,Asia,Western Asia,0,0,0,0.0,1,941.6384044395373,8.141679041656069
81,0.6859,0.7668,0.5000,2005,131,0.008420997225733329,0.0009921397664571809,134.57251908396947,0.8866705813270699,KZ,KAZ,Kazakhstan,17212496.190999996,7227.98,16.59,39.8,8.73,79.13,2.53,4.46,2.26,,30.05,0.06,0.28,35.69,Asia,Central Asia,0,1,0,0.0,1,1704.8813723308322,8.885714884691135
82,0.6053,0.4999,0.5000,2005,146,0.009290252956999586,0.0016869898328224927,131.46575342465752,0.8491261218705716,KE,KEN,Kenya,5758401.754,855.23,17.07,46.5,3.05,49.45,1.48,0.11,7.34,2.93,4.04,0.23,,26.28,Africa,Sub-Saharan Africa,0,0,0,0.0,1,620.7803289103334,6.751370438609128
