id,x,y,shape,year,Degree,Random walk betweenness centrality,Betweenness centrality,Average neighbor degree,Clustering coef,index,iso3,name,gross import,constantGDP_percapita,corruption_index,GINI,per capita GDP growth,Trade % of GDP,gov_expend_on_health_%GDP,FDI_inflow_%GDP,gov_expend_on_educ_%GDP,tetrietary_school_enrollment,natural_resource_rents_%GDP,ICT_goods_export%exports,R&D_expenditues%GDP,domestic_credit_to_private_sector%GDP,Region Name,Sub-region Name,Least Developed Countries (LDC),Land Locked Developing Countries (LLDC),Small Island Developing States (SIDS),Developed / Developing Countries,WTO,herfindahl index,log_Gdp
2,0.556,0.7286,0.5000,2010,138,0.007737463320365605,0.0006791276742487426,141.3695652173913,0.9204485348566592,AL,ALB,Albania,4315071.494999999,4094.36,36.19,,4.22,49.89,4.47,9.14,,44.55,2.03,0.84,,39.08,Europe,Southern Europe,0,0,0,1.0,1,1265.1980887062498,8.317365695916616
44,0.5046,0.6557,0.5000,2010,147,0.008496452251906627,0.001271534513207538,138.0952380952381,0.8816512906532477,DZ,DZA,Algeria,40172934.77800001,4480.72,36.67,,1.75,60.5,3.56,1.43,,29.89,26.92,0.0,,15.21,Africa,Northern Africa,0,0,0,0.0,0,669.3232966482587,8.407539026781588
1,0.5496,0.4378,0.5000,2010,141,0.008059513452084353,0.0009208588717701998,139.7163120567376,0.9013171225937183,AO,AGO,Angola,17766765.613999996,3587.88,3.81,,1.08,80.27,1.67,-3.85,3.42,,39.0,,,19.9,Africa,Sub-Saharan Africa,1,0,0,0.0,1,704.2856868112405,8.185316777803344
6,0.3283,0.5948,0.5000,2010,122,0.007064104951881827,0.000316519077809705,144.22131147540983,0.948922910174773,AG,ATG,Antigua and Barbuda,349421.907,13049.26,88.1,,-8.92,47.62,2.95,8.42,,16.73,0.0,2.16,,79.08,Americas,Latin America and the Caribbean,0,0,1,0.0,1,2485.4102042121585,9.47648670616221
4,0.3233,0.2866,0.5000,2010,147,0.008079319167480283,0.0009121262960213884,139.80272108843536,0.9028049575994781,AR,ARG,Argentina,53609163.06999999,10385.96,43.33,44.5,9.3,29.5,5.57,2.68,5.02,73.23,3.48,0.11,0.56,12.69,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1542.6212360251677,9.248210173058508
5,0.6251,0.7226,0.5000,2010,138,0.00784638358781921,0.0007642237072742646,140.55072463768116,0.9103988151909447,AM,ARM,Armenia,3539788.9289999995,3218.37,26.67,30.0,2.58,51.77,1.69,5.72,3.25,52.99,2.99,0.75,0.24,28.45,Asia,Western Asia,0,1,0,0.0,1,879.7892377307969,8.076630299190194
7,0.8716,0.3596,0.5000,2010,158,0.00908591508821966,0.0018222491711907586,135.78481012658227,0.8536644360235427,AU,AUS,Australia,185846126.56599993,52022.13,95.24,34.7,0.49,36.15,5.79,3.07,5.55,,9.86,0.96,2.38,125.5,Oceania,Australia and New Zealand,0,0,0,1.0,1,808.194397889739,10.859424483954466
8,0.5404,0.764,0.5000,2010,159,0.009260086990051332,0.001995619554866433,135.29559748427673,0.8475439853514848,AT,AUT,Austria,139897920.661,46858.04,91.9,30.3,1.59,79.5,7.4,-5.62,5.7,75.62,0.24,3.95,2.73,98.53,Europe,Western Europe,0,0,0,1.0,1,1921.1656064712338,10.754877884469142
9,0.6322,0.723,0.5000,2010,127,0.007620229698107172,0.0006625019089082748,141.53543307086613,0.9177602799650044,AZ,AZE,Azerbaijan,6512056.945000002,5842.81,6.67,,3.55,62.8,1.01,6.34,2.78,19.26,32.19,0.01,0.22,17.88,Asia,Western Asia,0,1,0,0.0,0,766.2301865797307,8.672967124483373
17,0.285,0.6391,0.5000,2010,114,0.006930167438010486,0.0003245560634016174,144.28947368421052,0.9478341872380065,BS,BHS,Bahamas,2745405.435000001,28443.41,88.57,,0.01,32.62,2.8,8.64,,,0.02,0.16,,65.15,Americas,Latin America and the Caribbean,0,0,1,0.0,0,8369.618776992234,10.255671778276678
16,0.6407,0.6441,0.5000,2010,145,0.008289856575101678,0.001099696427627712,139.13793103448276,0.8938697318007662,BH,BHR,Bahrain,10074714.315000003,20722.14,63.33,,-0.35,105.9,2.42,0.61,,,6.01,0.25,,67.7,Asia,Western Asia,0,0,0,0.0,0,747.0064704774263,9.938957972893498
14,0.751,0.6316,0.5000,2010,153,0.008664536866167702,0.0014196704853992742,137.3921568627451,0.8734090127278982,BD,BGD,Bangladesh,29240710.15300002,781.15,14.76,32.1,4.39,40.78,0.52,1.07,,,1.21,0.05,,40.96,Asia,Southern Asia,1,0,0,0.0,1,709.5560052790826,6.660767192857912
23,0.3346,0.5733,0.5000,2010,136,0.007890961913333314,0.0008017362902542263,140.2941176470588,0.9066448801742919,BB,BRB,Barbados,1167430.5629999996,16056.12,90.0,,-2.53,44.11,3.62,9.39,6.03,69.81,0.37,1.51,,,Americas,Latin America and the Caribbean,0,0,1,0.0,1,2180.762433576023,9.6838453642898
19,0.5776,0.7984,0.5000,2010,143,0.00813127279512037,0.0009763415785281976,139.74125874125875,0.9007189993105486,BY,BLR,Belarus,32851110.79999999,6029.4,27.14,28.6,7.98,105.15,3.85,2.44,5.09,79.58,1.31,0.5,0.65,42.81,Europe,Eastern Europe,0,0,0,1.0,0,3039.7610168535416,8.704402782282967
11,0.5124,0.7806,0.5000,2010,160,0.009402894008404406,0.0021390007050361873,134.825,0.8416666666666667,BE,BEL,Belgium,384467940.559,44141.88,90.95,28.4,1.93,166.1,7.75,26.09,6.41,67.83,0.02,2.33,2.05,56.8,Europe,Western Europe,0,0,0,1.0,1,888.9417448497345,10.695164270657235
12,0.5064,0.5517,0.5000,2010,122,0.007166185673333102,0.00038552892072021925,143.827868852459,0.9433681073025335,BJ,BEN,Benin,2122278.983999999,1036.53,30.0,,-0.71,34.99,0.99,0.56,5.03,13.78,4.69,0.03,,15.83,Africa,Sub-Saharan Africa,1,0,0,0.0,1,633.3491021486223,6.943633875017035
20,0.3201,0.6796,0.5000,2010,118,0.007186828153666502,0.00044292083249562996,142.17796610169492,0.9274228596262495,BM,BMU,Bermuda,721475.4299999999,88207.33,88.1,,-1.32,17.18,,3.88,2.59,30.75,0.0,,0.2,,Americas,Northern America,0,0,0,1.0,0,4609.923091259404,11.387445345117687
25,0.7512,0.6529,0.5000,2010,70,0.004740666557010934,2.765021747103856e-05,150.9142857142857,0.9850931677018634,BT,BTN,Bhutan,853608.177,2258.18,79.05,,10.77,96.58,2.5,4.86,4.02,7.25,5.16,11.35,,42.46,Asia,Southern Asia,1,1,0,0.0,0,5689.10939412981,7.722314458095742
21,0.3234,0.4095,0.5000,2010,140,0.0077856699208276835,0.0006944403474663586,141.1642857142857,0.9194244604316547,BO,BOL,"Bolivia, Plurinational State of",5552113.2837499995,1955.46,39.05,,2.43,61.03,3.22,3.17,,,10.6,0.0,,40.34,Americas,Latin America and the Caribbean,0,1,0,0.0,0,976.0588869896159,7.578380738859794
18,0.5491,0.744,0.5000,2010,151,0.008528357788607341,0.0013016763778492574,137.90728476821192,0.8800883002207506,BA,BIH,Bosnia and Herzegovina,8098755.886,4635.52,44.76,,1.6,81.66,6.14,2.58,,,2.65,0.15,,61.85,Europe,Southern Europe,0,0,0,1.0,0,800.7379080342603,8.441503661566907
26,0.5686,0.376,0.5000,2010,114,0.006957102634878422,0.00034199021342028077,143.80701754385964,0.9428660145940071,BW,BWA,Botswana,5501540.0370000005,6434.82,81.9,,6.73,80.94,3.56,1.71,,20.85,4.94,0.27,,27.19,Africa,Sub-Saharan Africa,0,1,0,0.0,1,5584.683906638562,8.76947914761103
22,0.3558,0.4209,0.5000,2010,158,0.009074558882074703,0.0018138995603013055,135.81645569620252,0.8540675642989599,BR,BRA,Brazil,176328896.12799996,11286.24,60.0,,6.52,17.81,3.58,3.73,5.65,,4.58,1.01,1.16,52.76,Americas,Latin America and the Caribbean,0,0,0,0.0,1,676.0766354420637,9.331339563587406
24,0.8187,0.5252,0.5000,2010,127,0.007735769047050973,0.0007524086209811591,141.0551181102362,0.9121359830021247,BN,BRN,Brunei Darussalam,2456725.2509999997,35269.55,78.1,,1.35,83.5,2.09,3.51,2.05,15.46,26.79,0.41,,36.91,Asia,South-eastern Asia,0,0,0,0.0,1,1334.3418582966988,10.470775264430246
15,0.5708,0.7374,0.5000,2010,146,0.007973971946565116,0.0008221474625137105,140.26712328767124,0.9086443079829948,BG,BGR,Bulgaria,22386926.935999997,6843.27,53.33,35.7,1.99,91.17,3.93,3.64,3.86,57.8,2.52,2.47,0.56,68.31,Europe,Eastern Europe,0,0,0,1.0,1,741.3515382238658,8.831020966552897
13,0.4957,0.568,0.5000,2010,124,0.00741405906787836,0.0005318999013915339,142.31451612903226,0.9284028324154209,BF,BFA,Burkina Faso,1999502.3230000015,575.45,43.81,,2.24,40.52,1.47,0.43,3.94,3.58,14.94,0.01,,17.58,Africa,Sub-Saharan Africa,1,1,0,0.0,1,633.8567525695645,6.3551523434145
10,0.5831,0.4813,0.5000,2010,105,0.0066332628078977305,0.0002680445272958526,144.25714285714287,0.9459706959706959,BI,BDI,Burundi,398062.58525692194,234.24,10.95,,1.76,30.02,1.99,0.04,6.78,3.25,24.07,0.41,0.14,18.36,Africa,Sub-Saharan Africa,1,1,0,0.0,1,730.6719789642374,5.4563462307729464
84,0.7916,0.5698,0.5000,2010,131,0.007403007847550109,0.00046643374122748367,142.72519083969465,0.9351732237228421,KH,KHM,Cambodia,4418000.053000001,785.5,7.14,,4.34,106.15,1.36,12.49,1.53,13.96,2.7,0.09,,27.56,Asia,South-eastern Asia,1,0,0,0.0,1,1357.30035852729,6.666320457695676
33,0.5343,0.5409,0.5000,2010,145,0.008223837883177518,0.0010314628401604485,139.5655172413793,0.899712643678161,CM,CMR,Cameroon,4858162.427000002,1285.26,14.29,,0.62,34.47,0.81,2.05,2.99,11.16,7.9,0.02,,11.33,Africa,Sub-Saharan Africa,0,0,0,0.0,1,838.1383017237289,7.15871631149278
28,0.2046,0.8118,0.5000,2010,160,0.009402894008404255,0.0021390007050361873,134.825,0.8416666666666667,CA,CAN,Canada,375918993.1270001,47450.32,96.19,33.6,1.95,48.97,7.88,1.84,5.37,61.66,2.59,2.76,1.83,,Americas,Northern America,0,0,0,1.0,1,2844.557293869481,10.767438547956324
27,0.5582,0.5367,0.5000,2010,105,0.0064315828709715726,0.00016109684708183163,146.31428571428572,0.9648351648351648,CF,CAF,Central African Republic,202393.67299999995,487.95,18.1,,3.46,20.56,1.06,2.87,1.12,2.67,8.57,0.19,,8.31,Africa,Sub-Saharan Africa,1,1,0,0.0,1,1009.6920768672122,6.19021294158747
141,0.552,0.5859,0.5000,2010,73,0.004954484287336256,3.476394736963048e-05,149.56164383561645,0.9821156773211568,TD,TCD,Chad,,891.7,2.86,,9.83,56.3,0.85,2.94,1.98,2.1,24.79,,,4.24,Africa,Sub-Saharan Africa,1,1,0,0.0,1,,6.793129753140834
30,0.3013,0.3018,0.5000,2010,151,0.008554972906869594,0.001319045127562015,137.66887417218544,0.8769977924944813,CL,CHL,Chile,55689718.32099999,12808.03,90.48,,4.75,59.63,3.19,7.33,4.16,67.86,18.06,0.41,0.33,98.98,Americas,Latin America and the Caribbean,0,0,0,0.0,1,917.6862181877233,9.457827596959879
31,0.7894,0.6992,0.5000,2010,160,0.009402894008404246,0.0021390007050361873,134.825,0.8416666666666667,CN,CHN,China,1129591294.5670006,4550.45,33.33,43.7,10.1,48.86,2.18,4.0,,24.2,6.37,29.12,1.71,126.58,Asia,Eastern Asia,0,0,0,0.0,1,637.9630431597029,8.422981408153506
35,0.2936,0.5254,0.5000,2010,149,0.008297490142923919,0.001095409243368334,138.9731543624161,0.8928895338291312,CO,COL,Colombia,38607189.928,6326.55,42.38,54.7,3.26,28.03,5.12,2.25,4.84,39.41,6.71,0.15,0.2,43.84,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1164.9753351556944,8.752510342862136
36,0.6219,0.434,0.5000,2010,93,0.005929726815443101,0.00010413662055524374,147.36559139784947,0.9691444600280504,KM,COM,Comoros,180757.016,1315.21,21.9,,1.33,28.0,0.78,0.92,,5.78,1.6,0.09,,10.48,Africa,Sub-Saharan Africa,1,0,1,0.0,0,1517.7433555740572,7.181751627679335
34,0.544,0.4987,0.5000,2010,127,0.0073002380212288335,0.0004264525723276698,143.4488188976378,0.9413823272090989,CG,COG,Congo,4071907.2459999984,2809.69,12.38,,5.49,111.59,0.89,12.66,6.22,,50.54,0.01,,6.54,Africa,Sub-Saharan Africa,0,0,0,0.0,1,781.0481933935885,7.9408294359573635
37,0.2674,0.5542,0.5000,2010,152,0.00863347502474438,0.0013959844649849883,137.7171052631579,0.8773091669571279,CR,CRI,Costa Rica,13150389.284000006,8141.91,72.86,48.2,3.65,61.76,5.87,5.12,6.63,,1.65,19.91,0.48,44.56,Americas,Latin America and the Caribbean,0,0,0,0.0,1,2510.9713964215,9.004780075206694
68,0.5422,0.7506,0.5000,2010,155,0.008867896125936742,0.0016125471312761965,136.70967741935485,0.8651026392961877,HR,HRV,Croatia,19422416.852000013,13923.64,60.48,32.4,-1.27,53.29,6.75,2.58,4.24,54.03,1.06,2.1,0.74,68.27,Europe,Southern Europe,0,0,0,1.0,1,694.8607901129726,9.541343393957622
38,0.5929,0.6951,0.5000,2010,144,0.007815394270904759,0.000697007832523472,141.03472222222223,0.9184149184149184,CY,CYP,Cyprus,8268975.713,31023.64,80.0,31.5,-0.62,38.75,3.0,120.59,6.58,48.31,0.06,9.17,0.45,234.87,Asia,Western Asia,0,0,0,1.0,1,819.3688742584216,10.34250477349556
39,0.543,0.7768,0.5000,2010,160,0.009402894008404343,0.0021390007050361873,134.825,0.8416666666666667,CZ,CZE,Czechia,119088193.08399995,19808.07,66.67,26.6,1.98,125.14,5.76,4.9,4.06,63.95,0.9,15.01,1.34,46.69,Europe,Eastern Europe,0,0,0,1.0,0,1025.4072122489024,9.893844709403766
32,0.4846,0.5419,0.5000,2010,146,0.008309328166702186,0.0011033481563388463,139.16438356164383,0.8950401511572981,CI,CIV,Côte d'Ivoire,7031344.848999999,1211.93,11.43,,-0.34,77.39,0.81,1.44,4.55,7.67,6.96,0.21,,18.36,Africa,Sub-Saharan Africa,0,0,0,0.0,1,1200.6027532727746,7.0999694091857535
42,0.5264,0.8126,0.5000,2010,160,0.009402894008404298,0.0021390007050361873,134.825,0.8416666666666667,DK,DNK,Denmark,79520992.424,58041.4,100.0,27.2,1.42,55.74,8.67,-3.65,8.56,73.6,1.41,3.65,2.92,193.04,Europe,Northern Europe,0,0,0,1.0,1,891.1796649806716,10.968911828002868
41,0.3295,0.5856,0.5000,2010,114,0.006876861225745114,0.00029604626910462075,144.1315789473684,0.9472131656575066,DM,DMA,Dominica,215307.23100000003,6967.25,73.33,,0.63,52.85,3.28,4.93,,,0.05,2.45,,53.1,Americas,Latin America and the Caribbean,0,0,1,0.0,1,2280.6460276018743,8.848975877836876
43,0.3051,0.6041,0.5000,2010,155,0.008957363423718487,0.0016933269104804788,136.2709677419355,0.8594888981985757,DO,DOM,Dominican Republic,14938830.305999998,5555.39,20.95,47.3,7.02,41.3,2.52,3.38,,,0.19,1.98,,22.71,Americas,Latin America and the Caribbean,0,0,1,0.0,1,1829.9079533917072,8.622523906630034
45,0.2828,0.4898,0.5000,2010,134,0.007402652779777596,0.0004369862125522723,143.11940298507463,0.941308495118393,EC,ECU,Ecuador,19971616.217999995,4633.59,22.86,48.7,1.89,54.75,3.19,0.24,4.51,,11.8,0.12,0.4,24.56,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1137.936190987553,8.441087224599842
46,0.5856,0.649,0.5000,2010,155,0.008870036710340893,0.001611625142826264,136.76774193548388,0.8659405111018014,EG,EGY,Egypt,51143742.63800003,2644.82,30.95,30.2,3.08,36.26,1.37,2.92,,31.42,9.36,0.14,0.43,33.07,Africa,Northern Africa,0,0,0,0.0,1,438.76203247332234,7.8803582890466375
134,0.2531,0.5766,0.5000,2010,149,0.008454569635165238,0.0012345793903750114,138.06040268456377,0.8816433883547977,SV,SLV,El Salvador,7863192.096709999,2983.24,48.1,43.5,1.67,70.01,4.44,-0.61,4.05,26.11,1.03,0.32,0.08,47.46,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1490.8235559081493,8.000765237195207
61,0.5285,0.5092,0.5000,2010,63,0.004404887824735344,1.3513841103480338e-05,150.3015873015873,0.9902713773681515,GQ,GNQ,Equatorial Guinea,,17288.86,1.9,,-12.98,94.92,0.45,16.76,,,39.3,,,6.68,Africa,Sub-Saharan Africa,0,0,0,0.0,0,,9.757817642437656
47,0.6105,0.5843,0.5000,2010,81,0.005390571311197497,6.944450779293844e-05,148.1851851851852,0.971604938271605,ER,ERI,Eritrea,,667.74,33.81,,0.57,31.79,0.53,4.3,,3.24,1.93,,,15.98,Africa,Sub-Saharan Africa,1,0,0,0.0,0,,6.5038988762133885
49,0.5695,0.8255,0.5000,2010,145,0.008041320421951204,0.0008872257332818959,140.09655172413792,0.9067049808429118,EE,EST,Estonia,12502426.174999993,14784.38,80.48,32.0,2.94,121.3,4.7,13.17,5.53,68.18,1.96,7.95,1.58,92.05,Europe,Northern Europe,0,0,0,1.0,1,625.6334461924178,9.601326497014341
139,0.5874,0.3527,0.5000,2010,120,0.0071448930038513665,0.0004067683066549092,143.43333333333334,0.9376750700280112,SZ,SWZ,Eswatini,,4168.51,50.48,,3.08,84.71,4.23,3.06,6.12,,1.96,,,19.13,Africa,Sub-Saharan Africa,0,1,0,0.0,1,,8.335313936792256
50,0.6125,0.5508,0.5000,2010,141,0.007963299763065439,0.0008408311072880003,140.3404255319149,0.9088145896656535,ET,ETH,Ethiopia,8412304.219999999,341.55,28.1,33.2,9.46,36.52,0.94,0.96,4.5,7.48,16.15,0.15,0.24,,Africa,Sub-Saharan Africa,1,1,0,0.0,0,967.3139693509538,5.833494081177858
52,0.9984,0.4079,0.5000,2010,118,0.007515629166240111,0.000666870589196088,141.02542372881356,0.9085904679125019,FJ,FJI,Fiji,1748915.993,3652.53,40.0,,2.21,84.35,2.37,5.67,,,2.94,0.24,,83.48,Oceania,Melanesia,0,0,1,0.0,1,1957.8819707807488,8.203175357143484
51,0.5715,0.844,0.5000,2010,158,0.009147755916693728,0.0018837645819308286,135.5379746835443,0.8505200354752882,FI,FIN,Finland,65005355.05699998,46459.97,98.1,27.7,2.71,55.51,6.86,4.9,6.54,93.45,0.62,6.36,3.73,88.14,Europe,Northern Europe,0,0,0,1.0,1,796.774351485091,10.746346360607447
53,0.5061,0.7568,0.5000,2010,160,0.009402894008404251,0.0021390007050361873,134.825,0.8416666666666667,FR,FRA,France,571925695.9430002,40638.33,89.52,33.7,1.45,42.94,8.58,1.47,,54.88,0.06,4.41,2.18,95.88,Europe,Western Europe,0,0,0,1.0,1,688.718090194296,10.612466988888357
54,0.5322,0.4955,0.5000,2010,112,0.006541043770898645,0.00012698785862817473,146.66071428571428,0.9716859716859717,GA,GAB,Gabon,,8840.73,20.48,,3.45,81.27,1.57,3.65,3.08,,33.51,,,8.21,Africa,Sub-Saharan Africa,0,0,0,0.0,1,,9.087124731407735
59,0.4575,0.5747,0.5000,2010,118,0.00731236067253148,0.0005255999721382448,142.76271186440678,0.9297406924525569,GM,GMB,Gambia,278879.1550000001,860.64,32.38,43.6,2.78,22.87,1.08,2.41,4.16,1.96,4.92,0.12,,9.49,Africa,Sub-Saharan Africa,1,0,0,0.0,1,744.261862364666,6.757676298524933
56,0.6204,0.7351,0.5000,2010,138,0.0076520186823042895,0.0006054196955790839,141.8695652173913,0.926795726224479,GE,GEO,Georgia,4605495.210999999,3233.3,57.14,39.5,7.03,56.63,2.03,7.52,,32.58,1.84,0.28,,32.33,Asia,Western Asia,0,0,0,0.0,1,741.7743038817251,8.081258566491874
40,0.529,0.7843,0.5000,2010,160,0.009402894008404229,0.0021390007050361873,134.825,0.8416666666666667,DE,DEU,Germany,962284236.3607799,41531.93,93.33,30.2,4.34,68.12,8.34,2.53,4.91,,0.18,5.09,2.71,88.49,Europe,Western Europe,0,0,0,1.0,1,469.521786458504,10.634217807974558
57,0.4972,0.5441,0.5000,2010,145,0.008473008157474366,0.0012540826511882092,138.39310344827587,0.8840996168582376,GH,GHA,Ghana,7936186.205999998,1298.44,57.62,,5.25,58.69,2.38,7.86,5.54,,12.64,0.02,0.38,15.29,Africa,Sub-Saharan Africa,0,0,0,0.0,1,592.3885059441948,7.168918822873109
62,0.5606,0.7171,0.5000,2010,155,0.008789095443033029,0.0015403999183942094,136.94838709677418,0.8681189777963971,GR,GRC,Greece,61872697.192,26917.76,56.67,34.1,-5.6,31.37,6.53,0.18,,103.8,0.32,1.99,0.6,111.6,Europe,Southern Europe,0,0,0,1.0,1,545.6839242793972,10.200541570786903
63,0.3289,0.5681,0.5000,2010,75,0.0051952443836093855,8.231733594507012e-05,146.69333333333333,0.9603603603603603,GD,GRD,Grenada,,7257.76,70.0,,-0.93,44.49,2.54,7.84,,,0.0,,,83.98,Americas,Latin America and the Caribbean,0,0,1,0.0,1,,8.889826520265697
64,0.2494,0.5877,0.5000,2010,129,0.007300042337895401,0.0004046914854428967,143.41860465116278,0.9422238372093024,GT,GTM,Guatemala,13419368.523,2825.48,35.71,,0.66,53.95,2.07,2.67,2.8,,2.61,0.88,0.04,23.83,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1735.7999048560532,7.9464335406516415
58,0.4731,0.5553,0.5000,2010,96,0.005968266184526266,7.706636752872152e-05,148.125,0.9767543859649123,GN,GIN,Guinea,,672.42,8.1,,2.47,41.96,0.36,1.48,2.55,10.9,17.49,,,3.94,Africa,Sub-Saharan Africa,1,0,0,0.0,1,,6.5108831452919915
60,0.4578,0.5656,0.5000,2010,45,0.0032411830725391963,3.380237008578493e-06,153.44444444444446,0.9949494949494949,GW,GNB,Guinea-Bissau,,557.63,11.9,50.7,1.95,38.04,1.22,3.09,1.86,,14.95,,,7.03,Africa,Sub-Saharan Africa,1,0,1,0.0,1,,6.323695660007647
65,0.3363,0.527,0.5000,2010,127,0.007367357711087535,0.0004805383199529805,142.63779527559055,0.9312585926759155,GY,GUY,Guyana,1432240.925,3033.25,34.29,,3.9,100.17,1.69,8.71,3.64,11.7,23.21,0.06,,37.02,Americas,Latin America and the Caribbean,0,0,1,0.0,1,1490.5636198615011,8.017389930931982
69,0.2992,0.6054,0.5000,2010,100,0.006160425276326621,8.702537010646074e-05,146.95,0.9749494949494949,HT,HTI,Haiti,,665.63,10.0,,-4.6,56.25,1.46,2.69,,,1.19,,,13.97,Americas,Latin America and the Caribbean,1,0,1,0.0,1,,6.5007339606066665
67,0.2604,0.5844,0.5000,2010,132,0.007449338910514269,0.0004932700955368878,142.75,0.93499884339579,HN,HND,Honduras,6745148.300999999,1904.35,19.52,53.1,1.65,95.78,3.7,3.83,,19.51,2.72,0.15,,47.46,Americas,Latin America and the Caribbean,0,0,0,0.0,1,1821.7160479001332,7.551896021987248
66,0.817,0.6244,0.5000,2010,158,0.009183688656108475,0.0019141599442647026,135.63291139240508,0.85172942030154,HK,HKG,Hong Kong,411962435.23399985,32550.0,94.76,,5.99,368.29,,36.17,3.51,59.6,0.0,44.16,0.75,185.58,Asia,Eastern Asia,0,0,0,0.0,0,2529.471586441249,10.390532647636716
70,0.5542,0.762,0.5000,2010,149,0.00834617775523146,0.001138351098036242,138.89261744966444,0.8919825866134591,HU,HUN,Hungary,76248857.0,13113.53,68.57,29.4,0.89,140.05,5.01,-15.84,4.77,63.72,0.54,25.59,1.14,60.67,Europe,Eastern Europe,0,0,0,1.0,1,930.7645008348399,9.481399800620538
75,0.4472,0.8609,0.5000,2010,141,0.007772084485720501,0.0006822815825870695,141.43971631205673,0.9216818642350557,IS,ISL,Iceland,3833106.7250000006,43024.92,94.29,26.2,-3.3,62.29,6.86,1.88,6.98,78.82,0.0,0.07,,160.37,Europe,Northern Europe,0,0,0,1.0,1,573.9082681836315,10.669534761693933
72,0.7193,0.6144,0.5000,2010,160,0.009402894008404281,0.0021390007050361873,134.825,0.8416666666666667,IN,IND,India,325788197.2249999,1357.56,38.57,,7.04,34.41,0.86,1.64,3.38,17.83,4.48,2.0,0.81,50.56,Asia,Southern Asia,0,0,0,0.0,1,461.65913013034447,7.2134442497263755
71,0.8164,0.4956,0.5000,2010,160,0.009402894008404347,0.0021390007050361873,134.825,0.8416666666666667,ID,IDN,Indonesia,130366627.938,3122.36,24.76,37.9,4.81,38.86,0.76,2.03,2.81,24.08,7.35,4.98,,27.25,Asia,South-eastern Asia,0,0,0,0.0,1,835.0753155847807,8.04634440512588
74,0.6491,0.6802,0.5000,2010,142,0.007915626467211927,0.0007862461072571286,140.4718309859155,0.9106982319448607,IR,IRN,"Iran, Islamic Republic of",49325246.876000054,6603.21,17.62,,4.6,34.23,2.19,0.75,3.71,44.17,23.35,0.04,0.26,52.02,Asia,Southern Asia,0,0,0,0.0,0,1277.6506736630415,8.795311173414422
73,0.4771,0.7967,0.5000,2010,156,0.008777276464893043,0.0015271593799736885,136.80769230769232,0.8665012406947891,IE,IRL,Ireland,58489382.37172583,48715.18,92.86,32.3,1.26,79.57,8.0,16.99,6.04,63.13,0.14,6.89,1.59,133.05,Europe,Northern Europe,0,0,0,1.0,1,1367.6362347625632,10.7937459648131
76,0.5968,0.6725,0.5000,2010,147,0.008368841655408606,0.001163160400535094,138.31292517006804,0.884074177616252,IL,ISR,Israel,47300971.0,30693.59,74.29,42.5,3.69,50.05,4.41,2.98,5.54,65.93,0.15,12.29,3.94,68.56,Asia,Western Asia,0,0,0,1.0,1,608.9707834123176,10.33180911698635
77,0.5349,0.7326,0.5000,2010,160,0.009402894008404293,0.0021390007050361873,134.825,0.8416666666666667,IT,ITA,Italy,447931964.61799973,36000.52,61.9,34.7,1.4,43.78,7.02,0.47,4.35,65.77,0.12,2.15,1.22,93.05,Europe,Southern Europe,0,0,0,1.0,1,609.9554495210438,10.491288661778372
78,0.2853,0.6006,0.5000,2010,130,0.007440188007138227,0.0005046464856323557,142.45384615384614,0.9304710793082887,JM,JAM,Jamaica,5087122.8610000005,4704.05,50.95,,-1.98,49.57,3.04,1.41,6.37,26.82,1.17,0.39,,26.41,Americas,Latin America and the Caribbean,0,0,1,0.0,1,1831.6234423426092,8.456179118773674
80,0.884,0.7011,0.5000,2010,159,0.009302196890021121,0.0020343528309482556,135.20754716981133,0.8464294244088847,JP,JPN,Japan,655218572.6570001,44507.68,91.43,32.1,4.17,25.68,7.5,0.13,,,0.02,10.68,3.14,159.94,Asia,Eastern Asia,0,0,0,1.0,1,847.7933276337685,10.703417037533043
79,0.6007,0.6699,0.5000,2010,143,0.007831862203021008,0.0007184377104949411,140.91608391608392,0.9162809021963951,JO,JOR,Jordan,14102611.914999994,3690.11,59.52,33.7,-2.88,84.31,5.6,6.3,,37.15,1.25,1.29,,72.15,Asia,Western Asia,0,0,0,0.0,1,800.2658300926877,8.213411546888358
81,0.6859,0.7668,0.5000,2010,146,0.00808460370250763,0.0009116176888853761,139.71917808219177,0.901936702881436,KZ,KAZ,Kazakhstan,23847729.253999993,9070.49,16.67,28.0,5.79,61.52,1.87,5.04,,46.25,24.44,0.05,0.15,39.3,Asia,Central Asia,0,1,0,0.0,1,1017.3518722715211,9.112781565905713
82,0.6053,0.4999,0.5000,2010,152,0.008515885772415245,0.0012828916440464177,138.0,0.8812303938654583,KE,KEN,Kenya,11916663.273,951.69,19.05,,5.49,43.15,1.77,0.45,5.51,,3.1,1.35,0.79,27.23,Africa,Sub-Saharan Africa,0,0,0,0.0,1,627.1540809171529,6.858239351510222
