Clustering_coef,Degree,Developed / Developing Countries,FDI_inflow_GDP,GINI,ICT_goods_export,Land Locked Developing Countries (LLDC),Least Developed Countries (LDC),Population,Population_growth,RD_expenditures_GDP,Region Name,Small Island Developing States (SIDS),Sub-region Name,Trade_GDP,Trade_bn_usd,WTO,constantGDP_percapita,corruption_index,domestic_credit_to_private_sector_GDP,gov_expend_on_educ_GDP,gov_expend_on_health_GDP,gross_import,id,index,iso3,life_expectancy,log_Gdp,name,natural_resource_rents_GDP,per_capita_GDP_growth,secondary_educ_gross_enrollment,shape,x,y,year,herfindahl index,Pop_MA,Pop_gr_MA,Trade_MA,life_exp_MA,gdp_MA,gdp_gr_MA,corup_MA,FDI_MA,clus_MA,herf_MA
0.00014019121956219786,5798448.684,0.0,1.07,50.4,0.12,0.0,0.0,5994077.0,0.53,,Americas,0.0,Latin America and the Caribbean,67.06,5.798448684,1.0,2725.16,43.94,47.43,3.13,3.89,3230468.015,134,SV,SLV,69.68,7.910282420969981,El Salvador,0.45,1.02,65.69,0.5000,0.2531,0.5766,2003,2145.0335324233693,5883937.8,0.7360000000000039,62.58999999999988,68.866,7.886834390858063,0.9319999999999995,,,,
0.00012718205017560064,6062420.970999999,0.0,2.65,47.8,0.19,0.0,0.0,6023797.0,0.49,,Americas,0.0,Latin America and the Caribbean,70.19,6.062420970999999,1.0,2735.87,40.49,48.16,,4.02,3503601.6419999986,134,SV,SLV,69.91,7.914204762993703,El Salvador,0.43,0.39,68.72,0.5000,0.2531,0.5766,2004,1925.8590014970307,5923200.2,0.6640000000000039,64.27199999999989,69.146,7.8946728972018345,0.7879999999999996,,,,
0.00013457938152741447,7875535.463000001,0.0,3.48,48.5,0.19,0.0,0.0,6052123.0,0.47,,Americas,0.0,Latin America and the Caribbean,68.77,7.875535463000001,1.0,2796.79,41.46,49.92,3.18,4.25,5213736.644000001,134,SV,SLV,70.12,7.93622760993995,El Salvador,0.41,2.23,67.75,0.5000,0.2531,0.5766,2005,2347.539797519179,5958990.4,0.6000000000000039,66.60399999999989,69.412,7.900638461302343,0.5979999999999995,,2.2339999999999582,0.00012183896573249143,2183.931070565613
0.00013648225008437405,8498330.741,0.0,1.51,45.7,0.2,0.0,0.0,6079399.0,0.45,,Americas,0.0,Latin America and the Caribbean,71.06,8.498330741,1.0,2905.16,45.37,50.28,3.49,4.56,6020112.19,134,SV,SLV,70.33,7.9742437452219725,El Salvador,0.54,3.87,67.05,0.5000,0.2531,0.5766,2006,2163.6443941344737,5991827.8,0.5480000000000038,66.97199999999988,69.66,7.910238089497044,0.9659999999999995,,2.6359999999999584,0.0001283932707235936,2167.70393755759
0.00014353568382079857,10072108.501000006,0.0,9.11,45.2,0.42,0.0,0.0,6105810.0,0.43,0.11,Americas,0.0,Latin America and the Caribbean,75.45,10.072108501000006,1.0,2946.41,41.75,51.53,3.61,4.15,7182338.832000005,134,SV,SLV,70.54,7.988342759097401,El Salvador,0.57,1.42,66.75,0.5000,0.2531,0.5766,2007,2175.27683037362,6022306.4,0.5060000000000039,68.33399999999988,69.894,7.92701674418066,1.6979999999999993,40.616000000000156,2.4839999999999582,0.00013269272869688114,2151.961842960247
0.00013512198389216575,10975230.001183622,0.0,5.02,46.9,0.36,0.0,0.0,6131764.0,0.42,0.13,Americas,0.0,Latin America and the Caribbean,80.39,10.975230001183622,1.0,3009.37,43.2,51.23,4.46,4.14,7785506.258000001,134,SV,SLV,70.76,8.009486033510552,El Salvador,0.59,2.14,66.17,0.5000,0.2531,0.5766,2008,2130.8769727418976,6051041.2,0.4740000000000039,70.50599999999989,70.11600000000001,7.944660259644604,1.7859999999999991,42.60200000000016,3.5639999999999583,0.00013639411703407668,2151.4707111895355
0.00011913749053325256,8072627.019799257,0.0,2.09,45.8,0.36,0.0,0.0,6157686.0,0.42,0.09,Americas,0.0,Latin America and the Caribbean,63.58,8.072627019799256,1.0,2934.19,50.72,49.73,4.66,4.17,5440790.325000002,134,SV,SLV,70.98,7.984186714615761,El Salvador,0.58,-2.5,67.34,0.5000,0.2531,0.5766,2009,2403.879589849071,6078578.6,0.45200000000000384,73.17199999999988,70.33200000000001,7.964500982152719,2.0099999999999993,42.45400000000016,4.353999999999958,0.00013538026990007025,2148.639399253241
0.0001025860516442056,9658983.879828902,0.0,-0.61,43.5,0.32,0.0,0.0,6183875.0,0.42,0.08,Americas,0.0,Latin America and the Caribbean,70.01,9.658983879828902,1.0,2983.24,48.1,47.46,4.05,4.44,6432701.459470001,134,SV,SLV,71.21,8.000765237195207,El Salvador,1.03,1.67,69.14,0.5000,0.2531,0.5766,2010,2073.503899659372,6105356.4,0.43800000000000383,71.84999999999988,70.546,7.978497372477131,1.4319999999999995,44.500000000000156,4.241999999999958,0.00013377135797160064,2244.2435169236496
0.00012128978392204578,11680663.658538155,0.0,0.6,42.3,0.31,0.0,0.0,6210568.0,0.43,0.04,Americas,0.0,Latin America and the Caribbean,75.3,11.680663658538155,1.0,3083.8,50.71,45.35,3.9,4.87,7673928.222070003,134,SV,SLV,71.45,8.033917881737253,El Salvador,0.82,3.37,71.51,0.5000,0.2531,0.5766,2011,2197.002130297112,6131706.8,0.4280000000000038,72.09799999999987,70.764,7.991404897928183,1.3199999999999996,45.82800000000016,3.423999999999958,0.00012737269199495884,2189.436337351688
0.00010805493737733479,11663468.648884691,0.0,2.01,41.8,0.37,0.0,0.0,6237923.0,0.44,0.03,Americas,0.0,Latin America and the Caribbean,72.93,11.663468648884692,1.0,3156.72,42.18,44.77,3.71,4.52,7854828.6714699995,134,SV,SLV,71.69,8.057288792828633,El Salvador,0.77,2.36,73.42,0.5000,0.2531,0.5766,2012,2159.426275133504,6157940.6,0.4240000000000038,72.94599999999988,70.988,8.003339725231239,1.2199999999999998,46.896000000000164,3.2419999999999582,0.0001243341987624932,2196.1078845842158
0.00011789915658814563,12101787.458792692,0.0,1.11,43.4,0.48,0.0,0.0,6266070.0,0.45,0.06,Americas,0.0,Latin America and the Caribbean,73.95,12.101787458792693,1.0,3212.69,45.02,47.1,3.8,4.84,8326088.424870001,134,SV,SLV,71.94,8.07486387142341,El Salvador,0.88,1.77,77.17,0.5000,0.2531,0.5766,2013,2371.8822242361457,6184363.2,0.4260000000000038,72.44199999999988,71.21799999999999,8.017128931977485,1.408,46.98200000000016,1.8219999999999588,0.00011723804947380044,2192.937773536193
0.00010387449903480876,11883896.678796055,0.0,2.24,41.6,0.47,0.0,0.0,6295128.0,0.46,0.09,Americas,0.0,Latin America and the Caribbean,70.0,11.883896678796054,1.0,3252.57,43.27,48.9,3.82,4.78,8201179.822800001,134,SV,SLV,72.18,8.087200732061293,El Salvador,1.06,1.24,76.9,0.5000,0.2531,0.5766,2014,2481.056370545608,6211224.4,0.4320000000000038,71.15399999999988,71.454,8.030204499560057,1.3339999999999996,47.34600000000016,1.0399999999999587,0.00011379348401299643,2241.1388238350423
0.00010138524355266594,11913889.871069202,0.0,2.11,40.6,0.28,0.0,0.0,6325124.0,0.48,0.14,Americas,0.0,Latin America and the Caribbean,67.42,11.913889871069202,1.0,3314.8,42.31,49.48,3.91,4.91,8095480.618669996,134,SV,SLV,72.41,8.106152568974888,El Salvador,0.83,1.91,75.34,0.5000,0.2531,0.5766,2015,2225.4450492790343,6238712.8,0.44000000000000383,72.43799999999989,71.69399999999999,8.050807303049163,2.082,45.85600000000016,1.0699999999999588,0.00011074088571330766,2256.5741799743496
9.273703059503928e-05,11502230.904074663,0.0,1.99,40.0,0.3,0.0,0.0,6356143.0,0.49,0.15,Americas,0.0,Latin America and the Caribbean,63.12,11.502230904074663,1.0,3381.32,33.65,50.56,3.83,4.98,7734170.339420001,134,SV,SLV,72.64,8.126021444783458,El Salvador,0.97,2.01,73.96,0.5000,0.2531,0.5766,2016,2097.366349870936,6266962.6,0.45200000000000384,71.91999999999989,71.934,8.071884769405099,2.13,44.698000000000164,1.6139999999999586,0.00011050072409499973,2286.962409898282
0.00010305341742858769,12480018.411766734,0.0,2.02,38.0,0.23,0.0,0.0,6388122.0,0.5,0.18,Americas,0.0,Latin America and the Caribbean,65.52,12.480018411766734,1.0,3442.0,37.98,51.48,3.73,4.61,8477359.683919998,134,SV,SLV,72.87,8.143807976771484,El Salvador,0.94,1.79,71.5,0.5000,0.2531,0.5766,2017,2019.2836559007378,6296077.6,0.46400000000000385,69.4839999999999,72.172,8.09030548201434,1.8579999999999999,41.286000000000165,1.8919999999999586,0.00010479017342959842,2267.035253813047
0.00017545816334873262,8012278.054,1.0,7.31,,25.26,0.0,0.0,1396985.0,0.48,0.6,Europe,0.0,Northern Europe,155.99,8.012278054,1.0,10056.43,79.19,,5.34,3.92,3435809.6009999993,49,EE,EST,70.42,9.215967509896847,Estonia,2.3,9.58,93.83,0.5000,0.5695,0.8255,2000,852.5636252894604,1405632.6,-1.015999999999996,123.41799999999989,69.27600000000001,9.032716067680155,6.378,,,,
0.00020056238179988196,7997021.570999999,1.0,9.47,,21.33,0.0,0.0,1388115.0,-0.64,0.7,Europe,0.0,Northern Europe,147.7,7.9970215709999986,1.0,10725.87,,,5.24,3.74,3891305.755,49,EE,EST,70.26,9.280413859387378,Estonia,2.2,6.66,94.95,0.5000,0.5695,0.8255,2001,701.9159802789065,1397702.8,-0.5619999999999961,135.1139999999999,69.852,9.099400692141959,7.0120000000000005,,,,
0.00020996964301614145,8382722.613999998,1.0,4.59,,13.34,0.0,0.0,1379350.0,-0.63,0.72,Europe,0.0,Northern Europe,138.34,8.382722613999999,1.0,11528.28,77.78,,5.47,3.6,4202216.196999999,49,EE,EST,70.9,9.352558426072804,Estonia,1.75,7.48,97.69,0.5000,0.5695,0.8255,2002,663.8975300567587,1392207.0,-0.393999999999996,142.4699999999999,69.982,9.166387745757456,7.044,,,,
0.0002543072916801612,10812727.785000002,1.0,10.51,37.2,14.58,0.0,0.0,1370720.0,-0.63,0.77,Europe,0.0,Northern Europe,137.57,10.812727785000002,1.0,12478.66,80.81,,5.29,3.71,5691643.562999999,49,EE,EST,71.32,9.431775264363782,Estonia,1.63,8.24,97.67,0.5000,0.5695,0.8255,2003,594.6995599317332,1388170.0,-0.29199999999999604,141.4919999999999,70.20000000000002,9.220995969269008,5.672000000000001,,,,
0.00025721669479738445,14184879.463000003,1.0,8.95,33.6,17.24,0.0,0.0,1362550.0,-0.6,0.85,Europe,0.0,Northern Europe,117.49,14.184879463000003,1.0,13403.04,82.44,40.31,4.91,3.81,7521900.036000003,49,EE,EST,71.91,9.503236825880519,Estonia,0.99,7.41,100.09,0.5000,0.5695,0.8255,2004,660.2103738543751,1385082.8,-0.22599999999999607,140.6539999999999,70.59200000000001,9.281048303855723,6.252000000000001,,,,
0.0002653761783706316,17612252.536000002,1.0,21.69,33.4,17.04,0.0,0.0,1354775.0,-0.57,0.92,Europe,0.0,Northern Europe,127.35,17.612252536000003,1.0,14759.24,81.95,56.62,4.84,3.77,9783285.855999999,49,EE,EST,72.57,9.599624606313876,Estonia,0.79,10.12,102.79,0.5000,0.5695,0.8255,2005,704.2439559176324,1379544.0,-0.4039999999999961,139.41799999999992,70.962,9.356790377120273,7.8740000000000006,,8.16599999999996,0.00021950283492845987,694.6574138822477
0.0002894421804365353,21954291.843,1.0,10.33,33.7,13.05,0.0,0.0,1346810.0,-0.59,1.12,Europe,0.0,Northern Europe,136.02,21.954291843,1.0,16289.43,81.95,76.28,,3.57,12912073.467,49,EE,EST,72.69,9.698271710192001,Estonia,0.76,10.37,103.11,0.5000,0.5695,0.8255,2006,788.4178183235507,1371102.0,-0.6139999999999961,133.6899999999999,71.392,9.433521796403678,7.982000000000001,,11.041999999999959,0.00023748643793283965,664.993480007882
0.0002945486582286372,23921969.418999992,1.0,13.51,31.2,6.22,0.0,0.0,1340680.0,-0.46,1.07,Europe,0.0,Northern Europe,118.9,23.921969418999993,1.0,17603.24,79.61,83.77,4.66,3.77,14605441.535999998,49,EE,EST,72.81,9.775838254992681,Estonia,0.79,8.07,103.24,0.5000,0.5695,0.8255,2007,667.598759658244,1362841.0,-0.603999999999996,131.3539999999999,71.878,9.517093366564602,8.724,80.98600000000016,11.21399999999996,0.00025526239766017033,682.2938476168108
0.00030630828954424186,25286870.96671246,1.0,8.11,31.9,5.42,0.0,0.0,1337090.0,-0.27,1.26,Europe,0.0,Northern Europe,116.88,25.28687096671246,1.0,16752.28,81.07,89.56,5.52,4.39,15444126.077,49,EE,EST,73.77,9.726289647392791,Estonia,1.22,-4.83,102.27,0.5000,0.5695,0.8255,2008,618.0270589992089,1355107.0,-0.5699999999999961,127.4659999999999,72.25999999999999,9.601749332348579,8.842000000000002,81.35200000000016,12.997999999999958,0.00027217820070266947,683.034093537108
0.0002731481191575456,17567218.369632367,1.0,9.45,31.4,4.73,0.0,0.0,1334515.0,-0.19,1.4,Europe,0.0,Northern Europe,97.18,17.567218369632368,1.0,14361.94,80.38,100.82,5.95,5.05,10429251.828,49,EE,EST,74.82,9.572336930970406,Estonia,1.22,-14.27,102.74,0.5000,0.5695,0.8255,2009,579.3208593057498,1348381.0,-0.49799999999999606,123.32799999999989,72.74999999999999,9.66065220895438,6.2280000000000015,81.40400000000015,12.51799999999996,0.00028257840027548557,687.699593350603
0.00024804717945313886,22036496.93598771,1.0,13.17,32.0,7.95,0.0,0.0,1331475.0,-0.23,1.58,Europe,0.0,Northern Europe,121.3,22.03649693598771,1.0,14784.38,80.48,92.05,5.53,4.7,12303627.726999993,49,EE,EST,75.43,9.601326497014341,Estonia,1.96,2.94,105.29,0.5000,0.5695,0.8255,2010,645.3413416005751,1342774.0,-0.41599999999999604,119.26599999999989,73.332,9.674472229972357,1.8920000000000017,80.99200000000016,12.617999999999958,0.0002857646851475178,671.5216904408779
0.0002998217750641683,31522886.957037978,1.0,4.78,32.5,11.47,0.0,0.0,1327439.0,-0.3,2.31,Europe,0.0,Northern Europe,146.05,31.52288695703798,1.0,15932.87,81.52,77.32,5.02,4.37,16773292.458000004,49,EE,EST,76.23,9.676139549890713,Estonia,2.55,7.77,107.37,0.5000,0.5695,0.8255,2011,634.6208286072531,1338114.0,-0.34799999999999603,118.05599999999988,73.904,9.67481260811245,0.4560000000000016,80.69800000000016,10.913999999999959,0.00028229888536401924,659.7411675774665
0.00030273638600281734,30163577.78467133,1.0,7.71,32.9,10.9,0.0,0.0,1322696.0,-0.36,2.12,Europe,0.0,Northern Europe,147.34,30.16357778467133,1.0,16487.33,81.99,72.38,4.71,4.44,17458081.134999998,49,EE,EST,76.33,9.710347486130866,Estonia,2.14,3.48,107.81,0.5000,0.5695,0.8255,2012,643.6416061876487,1334239.8,-0.28999999999999604,120.0619999999999,74.612,9.670386176052194,-0.06399999999999828,80.61200000000017,9.80399999999996,0.0002843748042895459,628.981769634207
0.00027609602518535443,30601130.671045095,1.0,4.34,35.1,11.61,0.0,0.0,1317997.0,-0.36,1.72,Europe,0.0,Northern Europe,137.64,30.601130671045095,1.0,16768.85,83.41,69.04,4.84,4.53,17340276.525999997,49,EE,EST,77.14,9.727278277629877,Estonia,1.6,1.71,108.17,0.5000,0.5695,0.8255,2013,615.1298741447364,1330643.0,-0.269999999999996,125.74999999999991,75.316,9.657288022279829,-0.9819999999999982,81.08800000000016,8.64399999999996,0.00028601234984438186,624.1903389400879
0.00027499875849701697,33249807.195018433,1.0,6.65,34.6,12.8,0.0,0.0,1314545.0,-0.26,1.43,Europe,0.0,Northern Europe,128.25,33.249807195018434,1.0,17315.14,87.98,66.83,5.4,4.61,17256897.049000002,49,EE,EST,77.03,9.759336542278856,Estonia,1.43,3.26,108.41,0.5000,0.5695,0.8255,2014,647.8259243029071,1326824.4,-0.287999999999996,129.9019999999999,75.99,9.657485748327247,0.32600000000000173,81.55600000000017,7.889999999999961,0.0002799698969726044,623.6109019691935
0.00021170464529698756,24958432.479784634,1.0,-3.1,32.7,11.91,0.0,0.0,1315407.0,0.07,1.47,Europe,0.0,Northern Europe,118.69,24.958432479784634,1.0,17623.03,87.98,68.47,5.14,4.81,13377618.130999997,49,EE,EST,77.59,9.77696184838375,Estonia,1.12,1.78,111.04,0.5000,0.5695,0.8255,2015,618.8221721576292,1322830.4,-0.301999999999996,136.1159999999999,76.432,9.694885670588937,3.8320000000000016,83.07600000000016,7.329999999999961,0.0002803400248404987,637.3119149686249
0.0002296350360710278,25684589.778679103,1.0,3.86,31.2,12.53,0.0,0.0,1315790.0,0.03,1.25,Europe,0.0,Northern Europe,117.23,25.684589778679104,1.0,18081.53,88.94,69.97,5.17,4.9,13206995.939968484,49,EE,EST,77.64,9.802646254259573,Estonia,1.14,2.6,115.01,0.5000,0.5695,0.8255,2016,582.7505235504457,1319616.8,-0.241999999999996,135.5939999999999,76.864,9.730012740862819,3.6000000000000014,84.57600000000016,4.0759999999999605,0.0002730715180092684,632.0080810800357
0.00022723745476162254,27541066.289340064,1.0,6.36,30.4,9.28,0.0,0.0,1317384.0,0.12,1.29,Europe,0.0,Northern Europe,116.57,27.541066289340066,1.0,19097.86,87.02,64.29,,4.8,14763727.929700088,49,EE,EST,78.09,9.857331565872745,Estonia,1.05,5.62,117.52,0.5000,0.5695,0.8255,2017,611.8963996786409,1317287.0,-0.175999999999996,129.82999999999993,77.14599999999999,9.75531408173659,2.5660000000000016,86.06000000000017,3.8919999999999604,0.00025903417021064034,621.6340200686742
0.0007947475456782679,73848551.53099997,1.0,10.74,27.2,23.55,0.0,0.0,5176209.0,0.21,3.25,Europe,0.0,Northern Europe,64.07,73.84855153099997,1.0,40403.55,100.0,,5.72,5.08,32177635.819999985,51,FI,FIN,77.47,10.606672931375915,Finland,0.42,5.55,124.58,0.5000,0.5715,0.844,2000,684.8993880433147,5138234.0,0.30200000000000404,55.36999999999991,76.872,10.459974060739487,4.498000000000002,,,,
0.0008570594776760818,72500482.664,1.0,2.49,,19.91,0.0,0.0,5188008.0,0.23,3.2,Europe,0.0,Northern Europe,58.63,72.500482664,1.0,41363.69,,52.65,5.85,5.23,31636420.658,51,FI,FIN,77.97,10.630158721837173,Finland,0.38,2.38,127.12,0.5000,0.5715,0.844,2001,678.7880384922396,5151917.8,0.26800000000000407,57.755999999999915,77.08400000000002,10.507224853542613,4.844000000000002,,,,
0.0009002495609394139,73622674.809,1.0,5.79,,20.02,0.0,0.0,5200598.0,0.24,3.26,Europe,0.0,Northern Europe,56.79,73.622674809,1.0,41967.97,100.0,55.42,6.02,5.56,31923022.71399999,51,FI,FIN,78.12,10.644661987276052,Finland,0.42,1.46,128.8,0.5000,0.5715,0.844,2002,691.176371398793,5164604.8,0.24800000000000405,58.49999999999991,77.34000000000002,10.552625546388416,4.654000000000002,,,,
0.001021126887542495,87126019.00999999,1.0,3.48,27.7,19.09,0.0,0.0,5213014.0,0.24,3.3,Europe,0.0,Northern Europe,55.87,87.12601901,1.0,42706.92,100.0,60.27,6.17,5.84,39546679.709999986,51,FI,FIN,78.37,10.662116246976199,Finland,0.38,1.76,131.54,0.5000,0.5715,0.844,2003,694.71866274664,5176757.4,0.23600000000000404,58.34199999999991,77.58800000000002,10.58923818772015,3.742000000000002,,,,
0.001036963888404938,104888014.03500001,1.0,3.44,27.9,17.09,0.0,0.0,5228172.0,0.29,3.31,Europe,0.0,Northern Europe,57.31,104.88801403500001,1.0,44283.16,100.0,63.73,6.17,5.97,47924043.673999995,51,FI,FIN,78.71,10.698359748323254,Finland,0.3,3.69,110.73,0.5000,0.5715,0.844,2004,712.26580985329,5188660.6,0.23000000000000403,58.069999999999915,77.84400000000002,10.619246059278279,3.0580000000000025,,,,
0.0010158131495358739,120403214.58400002,1.0,5.31,27.6,20.29,0.0,0.0,5246096.0,0.34,3.33,Europe,0.0,Northern Europe,60.67,120.40321458400003,1.0,45358.56,100.0,69.25,6.04,6.15,55916334.21000001,51,FI,FIN,78.82,10.722354191865971,Finland,0.29,2.43,111.79,0.5000,0.5715,0.844,2005,730.7482144504976,5201200.2,0.24200000000000405,58.533999999999914,78.12800000000001,10.648393927157727,2.9680000000000026,,5.187999999999961,0.0009220294720482389,692.3696541068563
0.0011423439662508928,140850905.799,1.0,2.14,28.0,17.14,0.0,0.0,5266268.0,0.38,3.34,Europe,0.0,Northern Europe,67.58,140.850905799,1.0,47004.62,99.51,73.4,5.94,6.22,65903109.11399998,51,FI,FIN,79.21,10.758001173733616,Finland,0.37,3.63,111.46,0.5000,0.5715,0.844,2006,710.0710788592551,5215177.6,0.26800000000000407,57.853999999999914,78.39800000000002,10.67153017925574,2.3440000000000025,,4.1019999999999595,0.00096624259281976,701.5394193882928
0.0011947121950260104,161555599.54900002,1.0,8.58,28.3,15.58,0.0,0.0,5288720.0,0.43,3.35,Europe,0.0,Northern Europe,67.07,161.55559954900002,1.0,49285.27,99.51,76.28,5.69,6.08,76612829.66799998,51,FI,FIN,79.26,10.805380532424799,Finland,0.43,4.85,110.11,0.5000,0.5715,0.844,2007,722.6069760125479,5230829.6,0.29800000000000404,59.64399999999991,78.64600000000003,10.697098669635029,2.5940000000000025,99.90200000000017,4.031999999999959,0.001023299490534722,707.796027461696
0.001262640478107111,180117648.3450567,1.0,6.82,27.8,14.88,0.0,0.0,5313399.0,0.47,3.55,Europe,0.0,Northern Europe,66.15,180.11764834505672,1.0,49440.97,99.03,80.1,5.85,6.29,86838322.38599999,51,FI,FIN,79.57,10.808534711680208,Finland,0.59,0.32,108.61,0.5000,0.5715,0.844,2008,763.68060186506,5248454.0,0.336000000000004,61.69999999999991,78.87400000000002,10.729242378664779,3.272000000000003,99.80400000000017,4.589999999999959,0.0010821920173520415,714.0821483844469
0.0010184399253669115,117025872.72735721,1.0,-3.5,27.5,10.73,0.0,0.0,5338871.0,0.48,3.75,Europe,0.0,Northern Europe,49.01,117.02587272735721,1.0,45231.96,98.56,86.3,6.49,6.91,55498308.473,51,FI,FIN,79.72,10.719559195603303,Finland,0.38,-8.51,107.48,0.5000,0.5715,0.844,2009,757.6465957873901,5268531.0,0.382000000000004,63.7559999999999,79.11400000000002,10.758526071605582,2.9840000000000027,99.61000000000017,5.257999999999959,0.0011304947354649647,727.8745362081311
0.0009209793280892348,132176347.28346029,1.0,4.9,27.7,6.36,0.0,0.0,5363352.0,0.46,3.73,Europe,0.0,Northern Europe,55.51,132.1763472834603,1.0,46459.97,98.1,88.14,6.54,6.86,64222257.68399998,51,FI,FIN,79.87,10.746346360607447,Finland,0.62,2.71,107.59,0.5000,0.5715,0.844,2010,816.0291486903917,5290670.8,0.42000000000000404,62.095999999999904,79.31600000000002,10.76276596106159,0.5440000000000029,99.32200000000016,3.8699999999999593,0.0011267899428573595,736.9506933949509
0.000973683922393521,158461045.95590824,1.0,-2.18,27.6,4.92,0.0,0.0,5388272.0,0.46,3.64,Europe,0.0,Northern Europe,59.37,158.46104595590825,1.0,47423.21,99.05,89.38,6.48,6.97,78980188.75400001,51,FI,FIN,80.47,10.76686705028489,Finland,0.58,2.07,108.1,0.5000,0.5715,0.844,2011,920.0938312215816,5314122.0,0.44400000000000406,61.06399999999989,79.52600000000002,10.767564394809884,0.6000000000000028,98.94200000000016,3.787999999999959,0.0011078231785680316,754.0068802429298
0.0009076961927388973,141690169.87967435,1.0,1.91,27.1,3.98,0.0,0.0,5413971.0,0.48,3.42,Europe,0.0,Northern Europe,57.89,141.69016987967436,1.0,46538.58,98.1,91.77,7.19,7.3,69357418.91999997,51,FI,FIN,80.63,10.748036925002747,Finland,0.63,-1.87,108.24,0.5000,0.5715,0.844,2012,820.836532589107,5338522.8,0.4600000000000041,59.4219999999999,79.77800000000003,10.769337570120138,0.28800000000000275,98.85000000000016,2.923999999999959,0.0010740911697965573,796.011430715395
0.0008885858189803519,144666851.5496391,1.0,-1.82,27.2,2.31,0.0,0.0,5438972.0,0.46,3.29,Europe,0.0,Northern Europe,56.03,144.66685154963912,1.0,45906.8,98.1,92.94,7.16,6.75,70800223.05099998,51,FI,FIN,80.98,10.73436853322393,Finland,0.58,-1.36,144.29,0.5000,0.5715,0.844,2013,845.8683697212692,5363573.0,0.470000000000004,57.5859999999999,80.05200000000004,10.757868848635727,-1.0559999999999972,98.56800000000017,1.589999999999959,0.0010166879693391346,815.6573420307069
0.0008102886234361592,141811105.39027548,1.0,6.28,26.8,2.62,0.0,0.0,5461512.0,0.41,3.17,Europe,0.0,Northern Europe,55.05,141.8111053902755,1.0,45550.5,98.56,92.91,7.15,7.42,67559536.684,51,FI,FIN,81.18,10.726576879576266,Finland,0.59,-0.78,146.43,0.5000,0.5715,0.844,2014,737.6012213449687,5388687.6,0.4680000000000041,55.5619999999999,80.33400000000003,10.743035612944473,-1.3919999999999972,98.38200000000018,-0.13800000000004112,0.0009418770375137829,832.0948956019489
0.0006650504027103874,115151602.35329272,1.0,7.18,27.1,2.46,0.0,0.0,5479531.0,0.33,2.89,Europe,0.0,Northern Europe,51.26,115.15160235329272,1.0,45655.22,99.52,94.39,7.08,7.53,52691221.042,51,FI,FIN,81.48,10.728873227788146,Finland,0.55,0.23,150.02,0.5000,0.5715,0.844,2015,705.7272172038338,5413215.8,0.45400000000000407,56.769999999999904,80.62600000000005,10.744439149739067,0.15400000000000258,98.38200000000019,1.8179999999999588,0.0009002467771276324,828.0858207134646
0.0006755899913325119,113690070.42777595,1.0,2.03,27.1,2.69,0.0,0.0,5495303.0,0.29,2.74,Europe,0.0,Northern Europe,49.36,113.69007042777595,1.0,46720.56,99.52,94.01,6.9,7.21,53349422.30399999,51,FI,FIN,81.43,10.751939603731643,Finland,0.56,2.33,152.16,0.5000,0.5715,0.844,2016,697.139648680034,5436451.6,0.4280000000000041,55.9199999999999,80.94800000000005,10.740944523175207,-0.3419999999999974,98.6660000000002,2.2739999999999587,0.000849060992051863,806.0254344161531
0.0007080241317728828,131409092.25112133,1.0,6.44,27.4,2.69,0.0,0.0,5508214.0,0.23,2.76,Europe,0.0,Northern Europe,54.5,131.40909225112134,1.0,48033.29,99.04,93.58,,7.07,61941474.40405558,51,FI,FIN,81.63,10.779649591167813,Finland,0.58,2.81,153.96,0.5000,0.5715,0.844,2017,754.4392898412013,5457857.8,0.3940000000000041,53.91799999999991,81.14000000000006,10.73795903386456,-0.28999999999999737,98.76000000000019,3.1159999999999584,0.0007894422058396611,761.4345979078436
0.0029285004183106796,551692813.2230002,1.0,3.04,31.1,10.81,0.0,0.0,60912500.0,0.68,2.09,Europe,0.0,Western Europe,48.93,551.6928132230001,1.0,38309.44,89.34,,,7.56,285750326.7090001,53,FR,FRA,79.06,10.553451619994538,France,0.07,3.21,105.59,0.5000,0.5061,0.7568,2000,729.8412690024735,59988571.2,0.38800000000000406,39.8859999999999,78.27200000000003,10.470153272844502,2.172000000000003,,,,
0.0031446101680688903,547949644.561,1.0,3.64,,9.08,0.0,0.0,61357430.0,0.73,2.14,Europe,0.0,Western Europe,47.37,547.949644561,1.0,38786.09,,76.98,,7.66,276175914.699,53,FR,FRA,79.16,10.56581695617839,France,0.06,1.24,104.57,0.5000,0.5061,0.7568,2001,741.7592719098708,60262691.4,0.4520000000000041,42.29599999999991,78.53400000000003,10.494503784423353,2.466000000000003,,,,
0.0033544203314741393,567751672.5150002,1.0,3.45,,7.75,0.0,0.0,61805267.0,0.73,2.17,Europe,0.0,Western Europe,44.23,567.7516725150002,1.0,38942.28,84.85,76.07,,7.94,286396737.1090002,53,FR,FRA,79.26,10.569835828829985,France,0.06,0.4,103.19,0.5000,0.5061,0.7568,2002,744.7826892511388,60583557.4,0.5280000000000041,44.2959999999999,78.77600000000004,10.51922931535894,2.5040000000000027,,,,
